title,imdbId,tmdbId
The Missing Lynx (2008),0951333,29192
"Snowflake, the White Gorilla (2011)",1429433,85439
Simple Things (2007),0481583,87847
Hansel and Gretel (1982),0249567,82309
Journey to the Center of the Earth (1989),0097630,122894
Snow White and the Three Stooges (1961),0055458,30126
The Wind in the Willows (1983),0086590,38782
Hills of Home (1948),0040438,128854
Summer's End (2000),0192644,121179
The Wind in the Willows (1995),0192802,59178
Toys in the Attic (2009),1342403,60949
Pound Puppies and the Legend of Big Paw (1988),0095894,67761
Heidi (1968),0063051,38427
Impy's Island (2006),0480082,26497
Snow White (1987),0093999,59075
The Newest City in the World (1974),0295548,263011
Unstable Fables: Tortoise vs. Hare (2008),1086798,13017
The Great Rupert (1950),0042524,50926
Heidi (2005),0439197,43625
Unstable Fables: 3 Pigs & a Baby (2008),1086797,15898
The Lovers (1994),0110340,70916
Hansel and Gretel (1987),0093144,72984
Space Warriors (2013),2328745,188507
The Painted Hills (1951),0043895,61855
The River Rat (1984),0088006,47638
Le petit poucet (2001),0249081,47437
Anina (2013),1947964,180644
Parade (1974),0071968,58655
Paper Planes (2014),3328716,286875
Those Calloways (1965),0059796,42779
Seven Alone (1974),0073686,53931
The Fox and the Hare (1973),0437300,72205
"I Want a Dog for Christmas, Charlie Brown (2003)",0387301,24251
Charlie Brown's Christmas Tales (2002),0382602,37556
Garfield's Halloween Adventure (1985),0279830,15718
Halloweentown (1998),0173886,27850
Halloweentown II: Kalabar's Revenge (2001),0274761,34205
Halloweentown High (2004),0414078,34560
The Butter Battle Book (1989),0213536,52458
Halloween is Grinch Night (1977),0183288,52207
Rudolph the Red-Nosed Reindeer (1948),0156031,81294
The Dot and the Line : A Romance in Lower Mathematics (1965),0059122,84617
Barbie: A Fashion Fairytale (2010),1725929,44874
The Halloween That Almost Wasn't (1979),0316318,192367
Broom-Stick Bunny (1956),0049032,83746
A Flintstones Christmas Carol (1994),0193164,48874
The Great Bear (2011),1381803,67762
The Cave of the Golden Rose (1991),0101095,159704
Opposite Day (2009),1090674,55638
The Christmas Wish (1998),0156400,44349
The Skateboard Kid II (1995),0114462,160194
The Encounter (2010),1663680,63348
Strange Magic (2015),4191054,302429
The Flying Machine (2011),1537314,94820
Raven the Little Rascal (2012),1695770,142638
Pinocchio (2012),1693039,136619
Lotta 2: Lotta flyttar hemifrån (1993),0107444,27599
Lotta på Bråkmakargatan (1992),0104761,27600
Babar The Movie (1989),0096869,35927
Karlsson on the Roof (1974),0073227,30576
The Fox and the Hound 2 (2006),0465997,9948
Journey to the Beginning of Time (1955),0047930,8779
The Radio Pirates (2007),1056478,60769
Gertie the Dinosaur (1914),0004008,100246
Advantageous (2015),3090670,308457
Project Wild Thing (2013),2954184,223519
Khan Kluay (2006),0815890,112952
In Search of Noah's Ark (1976),0076182,86587
When Good Ghouls Go Bad (2001),0279513,55328
Scooby-Doo in Arabian Nights (1994),0192578,13351
Beethoven's 3rd (2000),0206588,24476
Beethoven's 5th (2003),0342108,24477
Beethoven's Big Break (2008),1176410,13955
Beethoven's Treasure Tail (2014),3124476,295887
Beethoven's Christmas Adventure (2011),1855134,78080
Cody the Robosapien (2013),1037222,187462
Contest (2013),2245188,139459
"Lightning, the White Stallion (1986)",0091411,258550
Little Monsters (2012),2189714,136074
The Borrowers (1973),0069817,110227
The Anderssons in Greece: All Inclusive (2012),2192888,133459
The Gruffalo's Child (2011),2132486,81684
Nils Karlsson Pyssling (1990),0100264,30583
Lilla Jönssonligan och Cornflakeskuppen (1996),0116883,54257
The Year Without a Santa Claus (1974),0072424,13397
Standing Ovation (2010),1303803,55567
Eloise at the Plaza (2003),0346932,46806
Eloise at Christmastime (2003),0353393,59191
As Dreamers Do (2014),3402880,254258
Bride of Boogedy (1987),0092696,47631
Bey Yaar (2014),3590482,299049
"Runner from Ravenshead, The (2010)",3252360,294826
"Honey, We Shrunk Ourselves (1997)",0119310,11425
Stitch! The Movie (2003),0348124,15567
"SpongeBob Movie: Sponge Out of Water, The (2015)",2279373,228165
Arabian Adventure (1979),0078792,82430
Xuxa in Crystal Moon (1990),0100070,45179
LEGO DC Comics Super Heroes: Justice League vs. Bizarro League (2015),4189260,322456
Lotte and the Moonstone Secret (2011),2080337,103672
Animals United (2011),1620449,50135
Impy's Wonderland (2008),1210117,78124
Tom and Jerry: The Lost Dragon (2014),4006794,287233
Stand by Me Doraemon (2014),3331846,265712
Cinderella (2015),1661199,150689
Рицар без броня (1966),0208408,266966
Coast of Death (2013),3103318,215637
Ruby Red (2013),2418558,175774
Pan (2015),3332064,266647
Dum Laga Ke Haisha (2015),3495030,325138
Home (2015),2224026,228161
The Brave Little Toaster Goes to Mars (1998),0147926,20377
Where the Lilies Bloom (1974),0072401,128364
Puss in Boots (1988),0177606,141879
WindRunner (1994),0114948,79405
Rappin' (1985),0089883,84416
Beauty and the Beast (1987),0092626,49038
Rumpelstiltskin (1987),0093891,67058
Sleeping Beauty (1987),0093993,71750
Midnight Stallion (2013),2257816,230274
Mr. Troop Mom (2009),1389781,19318
Balloon Farm (1999),0134304,40344
Sune på bilsemester (2013),3152130,264357
Dinotopia: Quest for the Ruby Sunstone (2005),0372238,35177
Santa's Apprentice (2010),1754455,51450
Cinderella III: A Twist in Time (2007),0465940,16119
The Little Polar Bear: Lars and the Little Tiger (2002),0384252,204712
"Mickey, Donald, Goofy: The Three Musketeers (2004)",0371823,21385
Rudolph the Red-Nosed Reindeer: The Movie (1998),0137201,33719
Saving Santa (2013),2204315,238302
Lucky Luke: The Ballad of the Daltons (1978),0077204,50166
Casper's Haunted Christmas (2000),0284946,5833
Superstar Goofy (1991),0213268,96872
Brother Bear 2 (2006),0465925,10010
Sabrina the Teenage Witch (1996),0117534,15674
Thunderhead - Son of Flicka (1945),0038172,52827
Christmas at Cartwright's (2014),4177742,299588
Treasure (1990),0100812,95939
Somersault in a Coffin (1996),0127311,83567
Sylvester (1985),0090112,54646
Can of Worms (1999),0186910,82401
Camp Cucamonga (1990),0099212,49497
Shaun the Sheep Movie (2015),2872750,263109
Freeze Frame (1992),0104300,205035
The Sound of Music Live (2013),3141866,231401
Dance 'Til Dawn (1988),0094941,24626
Getting Lucky (1989),0099648,93922
Student Exchange (1987),0094063,59977
Space Dogs (2010),1272051,36696
"Sarah, Plain and Tall - Winter's End (1999)",0192573,58242
Lemonade Mouth (2011),1648204,65218
Ghost Chase (1987),0093201,71697
Tomorrowland (2015),1964418,158852
"Rico, Oskar und die Tieferschatten (2014)",1679276,274415
Zip & Zap and the Marble Gang (2013),2388821,159774
チェブラーシカ (2010),1535430,275244
Holiday in the Sun (2001),0297169,35703
Laura's Star (2004),0416908,12697
Babar: King of the Elephants (1999),0166090,18068
The Dog Who Saved Christmas (2009),1356395,28904
Flicka 2 (2010),1381767,37932
The Even Stevens Movie (2003),0327698,50794
GMO OMG (2013),2461034,168864
Peter Pan Live (2014),3972398,290300
Tinker Bell and the Legend of the NeverBeast (2014),3120408,297270
The Pirate Fairy (2014),2483260,175112
The Velveteen Rabbit (2009),0974662,28969
Pokémon: Mewtwo Returns (2000),0304564,36897
Weirdo (1983),0085335,63573
All I Want for Christmas (2007),1112097,144097
Night Monster (1942),0035124,99545
The House of Magic (2014),3148834,202575
Barbie as The Princess & the Pauper (2004),0426955,15165
Barbie: Fairytopia (2005),0450982,13284
Barbie of Swan Lake (2003),0383206,15016
Barbie in Princess Power (2015),4215332,316322
Barbie Diaries (2005),0795338,21705
Barbie: Princess Charm School (2011),2066832,73456
Barbie and the Secret Door (2014),3921852,285733
Barbie: A Fairy Secret (2011),1800254,57737
Barbie in the 12 Dancing Princesses (2006),0859594,13002
Barbie: The Princess & The Popstar (2012),2396690,129533
Barbie and the Diamond Castle (2008),1294138,13004
Barbie in A Mermaid Tale (2010),1610301,34134
Barbie as the Island Princess (2007),1092053,13283
Barbie in A Mermaid Tale 2 (2012),2197823,91342
Barbie and the Three Musketeers (2009),1484922,23566
Barbie in the Pink Shoes (2013),2630134,168903
Barbie in 'A Christmas Carol' (2008),1314715,13459
Barbie: The Pearl Princess (2014),3504064,255718
Barbie: Mariposa and The Fairy Princess (2013),2946582,196254
Barbie Presents: Thumbelina (2009),1398940,16418
Barbie Fairytopia: Magic of the Rainbow (2007),1007920,16962
Barbie Fairytopia: Mermaidia (2006),0775425,13285
Barbie as Rapunzel (2002),0313255,15015
Barbie and the Magic of Pegasus 3-D (2005),0480345,15906
Barbie & Her Sisters in A Pony Tale (2013),3321254,227200
Barbie Mariposa and Her Butterfly Fairy Friends (2008),1201561,18198
Der var engang (1966),0060298,53019
Sommer i Tyrol (1964),0058600,33447
Tinker Bell and the Great Fairy Rescue (2010),1216515,44683
Lifted (2010),1492959,75910
The Buttercream Gang (1992),0103900,55033
The Ransom of Red Chief (1998),0117439,51268
Me and the Kid (1993),0081145,193387
The Bear (1984),0086945,244418
Mee-Shee: The Water Giant (2005),0243462,60596
Dark Horse (1992),0104054,191322
Seventeen Again (2000),0194422,52051
Treasure Island (1972),0069229,22376
Tinker Bell (2008),0823671,13179
Dazzle (1999),0277663,69921
Nessuno è perfetto (1981),0182338,38524
Matilda (1978),0077917,103612
A Flying Ship (1979),0210804,72204
Tony 10 (2012),1691343,117452
Orps: The Movie (2009),1480201,21535
My Sister's Kids in Africa (2013),2493386,199374
Ruudi (2006),0447383,78696
The Rain Fairy (2010),0775461,51604
Hier kommt Lola (2010),1543017,61035
The Amazing Mr Blunden (1972),0068200,53780
A Dog of Flanders (1959),0052745,131785
The Games Maker (2014),2766268,262788
The Fantastic Flying Books of Mr. Morris Lessmore (2011),1778342,86412
Freedom (2014),2584018,288980
Duck Amuck (1953),0045708,53210
Inside Out (2015),2096673,150540
Edie & Thea: A Very Long Engagement (2009),1512779,105778
Max (2015),3369806,272878
Binta and the Great Idea (2004),0442001,245017
The Star Wars Holiday Special (1978),0193524,74849
Mostly Ghostly: Have You Met My Ghoulfriend? (2014),3138192,289239
Pocket Ninjas (1997),0107838,16530
Johnny Tsunami (1999),0206064,24020
Johnny Kapahala - Back on Board (2007),0942378,62527
'Twas the Night (2001),0282223,103014
The Ultimate Christmas Present (2000),0256466,71887
The Paper Brigade (1997),0117287,64265
Zenon: Girl of the 21st Century (1999),0186726,34766
Zenon: The Zequel (2001),0271271,29742
Zenon: Z3 (2004),0379060,34765
"Up, Up, and Away (2000)",0211174,124134
Don't Look Under the Bed (1999),0208101,70772
The Luck of the Irish (2001),0274636,46004
Wendy Wu: Homecoming Warrior (2006),0790781,61717
Three Wishes for Cinderella (1973),0070832,8703
Tommy Tricker and the Stamp Traveller (1988),0096282,32038
Grace Stirs Up Success (2015),3733678,338100
Golmaal (2006),0495034,19670
Rabbit Fire (1951),0043953,53220
Minions (2015),2293640,211672
The Secret of the Sword (1985),0089984,19386
Leroy & Stitch (2006),0486761,21316
Alice Through the Looking Glass (1998),0167758,15162
Ace Ventura Jr: Pet Detective (2009),0844029,15338
Next Avengers: Heroes of Tomorrow (2008),1259998,14613
Every Jack has a Jill (2009),1094668,32338
Journey to the Center of the Earth (1999),0200755,53875
12 Days of Christmas Eve (2004),0436855,59700
The Good Dinosaur (2015),1979388,105864
Rover Dangerfield (1991),0102813,22466
Smart House (1999),0192618,35215
Scooby-Doo! and the Reluctant Werewolf (1988),0189072,37211
Scooby-Doo on Zombie Island (1998),0166792,13151
Scooby-Doo! and the Monster of Mexico (2003),0369903,21956
Scooby-Doo! Stage Fright (2013),3025994,203696
Superman: Brainiac Attacks (2006),0800226,19323
Scooby-Doo! Moon Monster Madness (2015),4215766,302960
"Chill Out, Scooby-Doo! (2007)",1097636,13354
Scooby-Doo and the Ghoul School (1988),0189071,13350
Scooby-Doo and the Alien Invaders (2000),0253658,20410
Scooby-Doo and the Cyber Chase (2001),0290057,15601
Scooby-Doo! in Where's My Mummy? (2005),0480461,20558
Scooby-Doo! and the Samurai Sword (2009),1421378,16390
Scooby-Doo! And the Legend of the Vampire (2003),0357139,30074
Aloha Scooby-Doo! (2005),0433771,24615
Scooby-Doo Meets the Boo Brothers (1987),0189070,24787
Scooby-Doo! Pirates Ahoy! (2006),0867418,13355
Scooby-Doo! and the Goblin King (2008),1295021,12903
Scooby-Doo! and the Loch Ness Monster (2004),0418141,12902
Big Top Scooby-Doo! (2012),2235542,119321
Scooby-Doo! Legend of the Phantosaur (2011),1777608,67900
Scooby-Doo Goes Hollywood (1979),0191423,36972
Scooby-Doo! Mask of the Blue Falcon (2012),2586070,151535
Scooby-Doo! Music of the Vampire (2011),2162709,81900
Scooby-Doo! Adventures: The Mystery Map (2013),3043386,210769
The Flintstones & WWE: Stone Age Smackdown (2015),2948202,308447
The Jetsons Meet the Flintstones (1987),0192175,36868
Drake And Josh Go Hollywood (2006),0492878,43960
Ferdinand the Bull (1938),0030128,47166
Kim Possible: A Sitch in Time (2003),0389074,51786
One Froggy Evening (1955),0048449,53211
Prep & Landing (2009),1474311,26809
Three Little Pigs (1933),0024660,34463
Tom and Jerry: Shiver Me Whiskers (2006),0808508,60293
Miracle In Lane 2 (2000),0218440,77921
Pokémon: Jirachi Wish Maker (2003),0420076,36218
Grandma Got Run Over by a Reindeer (2000),0267536,51531
Teen Titans: Trouble in Tokyo (2007),0816671,16237
Mickey's Christmas Carol (1983),0085936,14813
Kung Fu Panda: Secrets of the Masters (2011),1980162,81003
Je vous aime tres beaucoup (2010),1653874,52474
Santa Claus is Comin' to Town (1970),0066327,13400
Dear Dumb Diary (2013),3102360,221510
Pokémon the Movie: Genesect and the Legend Awakened (2013),3257582,227679
Pokémon: Arceus and the Jewel of Life (2009),1468843,39057
Pokémon: The Rise of Darkrai (2007),1226251,25961
Dinosaur Island (2014),3261302,294093
Back to the Jurassic (2015),4693418,341984
Hoovey (2015),2828884,305747
Maya the Bee Movie (2014),3336368,261103
Battle For SkyArk (2015),2784134,335077
Postman Pat: The Movie (2014),2062622,245685
Universal Remote (2007),0834965,27616
Treasure Island (1999),0248568,128979
White Lion (2010),1618421,46197
Tom and Jerry & The Wizard of Oz (2011),2027255,72972
Tom and Jerry: The Magic Ring (2002),0303151,14787
Tom and Jerry: The Fast and the Furry (2005),0487176,42246
Tom and Jerry Meet Sherlock Holmes (2010),1722638,43956
Tom and Jerry's Giant Adventure (2013),3108584,199753
The Stream (2013),2752736,230273
16-love (2012),1663673,82626
Mrs. Ashboro's Cat (2003),0371835,42971
Model Behavior (2000),0218121,71884
Susie Q (1996),0117794,46227
Flight of the Doves (1971),0067104,82191
The Other Me (2000),0246834,39242
Reuniting the Rubins (2012),1344337,89596
Love/Loss (2010),1673419,348521
Bar Sport (2011),1753476,77000
Feast (2014),3689498,293299
Tom Sawyer & Huckleberry Finn (2014),1977087,172390
The Pirates of Penzance (1985),0089811,337046
Scooby-Doo! And Kiss: Rock and Roll Mystery (2015),4717798,347688
The Deported (2010),1390404,170480
Aadhavan (2009),1483820,55951
Arcadia (2012),2056520,154537
Pokémon Ranger and the Temple of the Sea (2006),1000095,16808
Yellowbird (2014),3526408,292795
Everything's Gonna Be Great (1998),0263438,81549
Norville and Trudy (1997),0301244,351420
Flight 29 Down: The Hotel Tango (2007),0948118,329768
The secret of the Old Woods (1993),0108077,105697
Dreamcatcher (2015),3215846,318033
Baker's Hawk (1976),0074176,5662
Tarzan II (2005),0437503,15657
Giratina and the Sky Warrior (2008),1160525,47292
A Tiger Walks (1964),0058657,64872
Lava (2015),3824386,286192
The Man Called Flintstone (1966),0060661,42515
A Horse for Danny (1995),0113330,35178
Pistol: The Birth of a Legend (1991),0102674,50503
Where The Red Fern Grows II: The Classic Continues (1992),0111695,30101
Charley and the Angel (1973),0069866,103711
The Invisible Boy (1957),0050546,26155
Anne Of Green Gables: The Continuing Story (2000),0158466,25180
The Parent Trap II (1986),0091721,51881
Puff the Magic Dragon (1978),0262711,20183
Island of the Blue Dolphins (1964),0058241,85827
The Biscuit Eater (1972),0068276,56067
The First Snow of Winter (1998),0197467,79419
Let It Shine (2012),2165933,114955
The Further Adventures of the Wilderness Family (1978),0077587,52485
Ghadi (2013),2552296,223566
Dragon Nest: Warriors' Dawn (2014),2911342,257932
Curious George 2: Follow That Monkey! (2009),1350484,23903
The Keeper - The Legend of Omar Khayyam (2005),0294806,49070
16 Wishes (2010),1646876,40205
Just Peck (2009),1230387,39773
The Legend Of Secret Pass (2010),0765465,56672
The Littlest Horse Thieves (1977),0076320,103777
Get a Clue (2002),0282521,26189
Brothers (2015),3802576,330037
Pass the Light (2015),2572030,307125
After the Wizard (2012),1988544,127239
Against the Wild (2014),2475846,246449
Arthur 3: The War of the Two Worlds (2010),0940656,42949
"Get Smart, Again! (1989)",0097423,33787
The Wistful Widow of Wagon Gap (1947),0039998,33551
Escapade In Japan (1957),0050363,150157
Peter Pan (2000),0255873,273106
The Three Investigators and the Secret of Terror Castle (2009),1156519,28479
Tio Papi (2013),1986998,207850
The Hunchback of Notre Dame II (2002),0257778,12448
Moscow-Cassiopeia (1973),0070413,20947
Oh How It Hurts 66 (1966),0060083,63569
Dadnapped (2009),1090750,22084
Miracle on Ice (1981),0082754,6945
Papanasam (2015),4429128,330421
Santa Baby (2006),0772185,26847
A Summer to Remember (1960),0054293,27920
The Adventures of Buratino (1975),0073570,20899
A Diva's Christmas Carol (2000),0270317,24436
Underdog Kids (2015),3150574,233490
Hamtaro: The Captive Princess (2002),1625545,355135
Hot Wheels Acceleracers Ignition (2005),2054778,72720
Pokémon: Zoroark: Master of Illusions (2010),1690470,50087
Snowglobe (2007),1068284,68591
Mrs. Miracle (2009),1431115,50506
Santa Baby 2 (2009),1361330,42673
Saving Christmas (2014),4009460,295884
The Lorax (1972),0213065,38060
The Grinch Grinches the Cat in the Hat (1982),0213689,46963
Fallen: The Beginning (2006),0775362,50126
Alice in Wonderland (1915),0004873,87300
Christmas Cupid (2010),1699746,52060
Return to Halloweentown (2006),0816520,34204
Carlos Spills the Beans (2014),1878884,301466
Wish You Well (2013),2463302,327749
Flash (1997),0136199,181574
Snow 2: Brain Freeze (2008),1334278,51836
Twitches Too (2007),1017465,46169
Cow Belles (2006),0489007,24801
Genius (1999),0193187,73527
The Brave Little Toaster to the Rescue (1997),0163986,20378
Babes in Toyland (1997),0168473,72850
Full Out (2015),3977462,298582
"You're a Good Sport, Charlie Brown (1975)",0073922,40483
Snow-White and Rose-Red (1979),0210964,13305
"Bell for Ursli, A (Schellen-Ursli) (2015)",4136636,338072
Stuck in the Suburbs (2004),0410696,115626
Winning London (2001),0272360,36269
Minutemen (2008),1072755,22371
Oddball (2015),3401748,356905
Jett Jackson: The Movie (2001),0272606,124111
An American Girl: Saige Paints the Sky (2013),2818348,204582
Mrs. Santa Claus (1996),0117103,110433
Jack and the Beanstalk (2010),1079968,36550
Double Teamed (2002),0281905,108204
Get Santa (2014),1935940,250535
The Lost Medallion: The Adventures of Billy Stone (2013),1390539,171759
Manam (2014),2926068,253533
"Mune, le gardien de la lune (2015)",3858372,323661
Secrets of War (2014),2371158,277190
The Last Day of Summer (2007),0859622,57865
When Zachary Beaver Came to Town (2005),0338552,79867
Karachi se Lahore (2015),4590482,357441
The Adventures of Mickey Matson and the Copperhead Conspiracy (2012),2088832,191975
Two Heads Are Better Than None (2000),0235512,36817
LEGO DC Super Heroes: Justice League - Attack of the Legion of Doom! (2015),4938416,353595
"Namu, the Killer Whale (1966)",0060737,84114
Ready? OK! (2008),1067084,40692
Catch That Girl (2002),0296712,48761
Avalon High (2010),1614950,50479
Holiday (2006),0757223,13311
Under the Mountain (2009),1275861,32932
Turning Point (2009),1483421,44133
Clockstoppers (2002),0157472,15028
Santa Claws (2014),3922810,299400
Comeback Season (2006),0455400,14561
Ostwind (2013),2356464,233639
The Cokeville Miracle (2015),3877296,339060
The Professor and His Beloved Equation (2006),0498505,89116
"Alfie, the Little Werewolf (2011)",1931421,106629
Fred Rogers: America's Favorite Neighbor (2004),0433376,59168
Škola princů (2010),1941653,160106
Phantom Boy (2015),1856057,356161
The Snow Queen 2: Refreeze (2014),3477554,292014
David (1997),0118933,2734
Gulliver Mickey (1934),0025211,132714
Mickey's Good Deed (1932),0023215,81338
Three Blind Mouseketeers (1936),0028365,67609
Balto III: Wings of Change (2004),0423849,34942
Bigfoot (2008),1294144,36153
Bigfoot (1970),0065470,92804
Billboard Dad (1998),0167049,56195
Our Lips Are Sealed (2000),0270560,34729
The Challenge (2003),0365043,44899
Delhi Safari (2012),1172587,51485
War of the Buttons (2011),1861375,74944
(The New) War of the Buttons (2011),1837587,74945
Blue Fin (1978),0077249,90572
"Peanuts Movie, The (2015)",2452042,227973
Sandesham (1991),0353975,134477
Batkid Begins (2015),3884528,320061
Little Tragedies (1980),0078648,139579
Cinderella (1947),0168269,42651
The Elusive Revengers (1966),0060747,41979
Yedyanchi Jatra,2290845,100783
Masoom (1983),0085913,21462
Princes and Princesses (2000),0229664,65592
Hum Saath Saath Hain (1999),0216817,62883
Aussie and Ted's Great Adventure (2009),1157600,34180
Maktub (2011),1779826,80277
Cosmic Scrat-tastrophe (2015),5184298,367326
The Little Ghost (2013),2186566,235044
The Challengers (1990),0097038,81274
A Nanny for Christmas (2010),1572008,50652
The Extreme Tragic Story of Celal Tan and His Family (2011),2124186,79212
Manichitrathazhu (1993),0214915,84368
Those Happy Days (2006),0478566,19100
Felix and Meira (2015),3685218,285848
38 Parrots,0211896,79853
Treasure Island (1982),0084452,207720
The New Adventures of the Elusive Avengers (1968),0063369,65591
"Crown of Russian Empire, or the Elusives Again (1971)",0067313,65594
Adventures of Mowgli (1973),0217590,59803
Ne Pokiday (1989),0271082,70874
Tomorrow Was the War (1987),0094369,227998
The King and Queen of Moonlight Bay (2003),0342639,72232
The Legend of Longwood (2014),3394758,337012
The Christmas That Almost Wasn't (1966),0059032,128780
The Life and Times of Grizzly Adams (1974),0074797,112323
My Little Pony: Equestria Girls - Rainbow Rocks (2014),3529198,292177
Prancer Returns (2001),0273995,51210
Elf: Buddy's Musical Christmas (2014),4147830,312100
Call Me Claus (2001),0272018,17007
All I Want Is Christmas (2012),1847615,142303
Dino Time (2012),1321862,136793
Ennum Eppozhum (2015),4553712,332827
Northpole (2014),3595848,299579
North Pole: Open For Christmas (2015),4843046,369879
Steak (R)évolution (2014),2827708,299511
A Kid in Aladdin's Palace (1998),0127624,22162
Spy School (2008),0484831,31377
Wizards of Waverly Place: The Movie (2009),1369845,26736
Totally True Love (2011),1648099,71482
Eskil & Trinidad (2013),2368817,168112
Hands off Mississippi (2007),0943232,52116
Mr. Miracle (2014),3946792,299585
Stealing Christmas (2003),0380728,40836
Dreamkeeper (2003),0309150,55534
Pete's Christmas (2013),3004544,237710
Sisters (2015),1850457,266294
Just in Time for Christmas (2015),5014528,363486
Angel of Christmas (2015),5097970,363484
Once Upon A Holiday (2015),5033114,363482
I'm Not Ready for Christmas (2015),5182120,363478
Merry Matrimony (2015),5210048,363479
Christmas Incorporated (2015),5204384,363480
12 Gifts of Christmas (2015),5133810,363483
On the Twelfth Day of Christmas (2015),5210078,366631
Santa and the Ice Cream Bunny (1972),0138074,79720
Finding Mr. Destiny (2010),1826714,64882
A Perfect Christmas List (2014),4276834,314283
Christmas Town (2008),1330015,26381
"Nestor, the Long-Eared Christmas Donkey (1977)",0076448,26537
Gone Fishing (2012),2379436,128070
Tom Brown's School Days (1940),0033169,43823
Rudolph and Frosty's Christmas in July (1979),0079828,40246
When Santa Fell to Earth (2011),1794725,141476
Beyond the Blackboard (2011),1699225,60895
The Alchemist's Letter (2015),4001992,337075
The Frog Prince,0087300,95023
Secret Society of Souptown (2015),3949936,339944
Aschenputtel (2010),1787655,153717
Adventures of Rusty (1945),0037496,88933
The Ball (1999),0204870,299856
Science Fiction (2002),0314624,210320
Turquaze (2010),1731230,73628
Blinker (1999),0228073,218238
Mariken (2001),0239593,75578
K3 en het IJsprinsesje (2006),0812265,35639
Cool Cat Saves the Kids (2015),2974050,325712
Frenemies (2012),1865368,84105
How to Build a Better Boy (2014),3098874,286987
Megamind: The Button Of Doom (2011),1847645,57718
Dilwale (2015),4535650,370665
Paa (2009),1532957,26379
The Cheetah Girls: One World (2008),1013542,27621
Girl vs. Monster (2012),2326087,138038
The Love Bug (1997),0119571,32643
Address Unknown (1997),0118557,195957
Bridge To Terabithia (1985),0088853,169009
Ko (2011),1851988,63654
The Secret of the Magic Gourd (2007),0496386,38057
"Mom, Can I Keep Her? (1998)",0206950,30035
The Kid with X-Ray Eyes (1999),0188754,29509
Prehysteria! (1993),0107870,79500
Prehysteria! 2 (1994),0110885,201937
Prehysteria! 3 (1995),0114173,201938
Norm of the North (2016),1594972,276905
Funky Monkey (2004),0331509,63459
Risen (2016),3231054,335778
The Eagle Huntress (2016),3882074,376530
Ruby Bridges (1998),0138068,96715
A Gift Wrapped Christmas (2015),5237552,367536
Mafalda - La Pelicula (1981),0309827,53074
Molly Moon and the Incredible Book of Hypnotism (2015),2445178,350505
Transylvanian Garlic (2014),3627572,317723
Rugged Gold (1994),0111030,205221
The Nanny Express (2009),1282142,43735
Zootopia (2016),2948356,269149
Pirate's Passage (2015),3387444,324978
What Would Jesus Do? (2010),1430131,58913
Die Blindgänger (2004),0402065,82157
Freddie as F.R.O.7. (1992),0104298,110395
Makdee (2002),0341455,134841
The Boys in Blue (1982),0186896,68656
The Cook (1972),0068257,60389
Lockjaw: Rise of the Kulev Serpent (2008),1107397,27941
The Bear That Wasn't (1967),0061390,89816
The Boxcar Children (2014),3246908,286940
Cosas insignificantes (2008),0910855,23529
The Tangerine Bear: Home in Time for Christmas! (2000),0268677,36301
Pinocchio's Christmas (1980),0081340,50934
Santa's Little Helper (2015),4592572,353609
Scout (2015),3252998,340881
A Sunday Horse (2016),3543258,382951
War of the Birds (1990),0101927,43953
Flyin' Ryan (2003),0358480,85580
Vaah! Life Ho Toh Aisi! (2005),0475645,83903
"You're Out of Your Mind, Madicken (1979)",0079087,27598
The Fool of the World and the Flying Ship (1990),0205070,73094
A Humble Life (1997),0876545,52701
Chronopolis (1982),0262333,65504
The Snow Maiden (1968),0195281,302436
The Pocket-knife (1992),0105884,48449
The Scarlet Flower (1977),0283242,14489
Long Live Ghosts! (1977),0075703,46632
We Are the Pirates of the Roads (2015),3866420,361980
Ricky Rapper and Cool Wendy (2012),1786650,143959
Risto Räppääjä ja liukas Lennart (2014),2956666,293313
Risto Räppääjä ja Sevillan saituri (2015),3644202,353641
Jill and Joy (2014),2571776,293471
Jill And Joy's Winter (2015),4313216,364387
Fimfárum Jana Wericha (2002),0299878,61320
Fimfarum 2 (2006),0496296,61313
Bhoot Unkle (2006),0897413,316840
Spoon (2005),0400598,21751
The Life & Adventures of Santa Claus (2000),0267675,118727
Man van staal (1999),0180817,319179
Misa mi (2003),0342777,121754
New Mischief by Emil (1972),0070463,11946
Pyšná princezna (1952),0191383,41228
The Tale of the Fox (1937),0021309,90034
The Tale of Tsar Saltan (1984),0142851,90319
The Snow Queen (1957),0050987,72214
3 Braves (2015),4306116,341007
O Diabo a Quatro (2005),0440270,43925
Thunderclump (1974),0071448,13798
Srimanthudu (2015),4727512,353533
Race Gurram (2014),3142764,262227
Kingdom of Crooked Mirrors (1963),0145033,20891
O princezně Jasněnce a létajícím ševci (1987),0226232,82279
Winky's Horse (2005),0447679,50730
Ringing Bell (1978),0306646,77859
Golmaal 3 (2010),1562859,44978
Der Struwwelpeter (1955),0187526,250919
Barbara the Fair with the Silken Hair (1969),0191625,20934
The Wooden Camera (2004),0402590,64190
Les oiseaux de passage (2015),4545832,332880
The King's Beard (2002),0338176,220154
The Little Polar Bear (2001),0293849,9084
Kooky (2010),1630603,50294
Otto er et næsehorn (1983),0086064,21282
Prince and the Evening Star (1979),0176048,84030
Pünktchen und Anton (1999),0161935,799
"Tjorven, Batsman, and Moses (1964)",0058666,35335
